50,150,60
90,150,60
40,120,90
100,120,90
20,120,70
130,120,70
30,80,100
110,80,100
40,80,100
100,80,100
30,40,70
110,40,70
40,50,90
100,50,90
40,10,60
100,10,60
70,120,100
70,80,110
70,30,110
120,80,50
20,80,50
