Fp1,0
Fp2,0
F3,0
F4,0
F7,0
F8,0
T3,0
T4,0
C3,0
C4,0
T5,1
T6,1
P3,1
P4,1
O1,0
O2,0
Fz,0
Cz,0
Pz,0
A2,0
A1,0
